name,id,genres,popularity,followers,wikipedia_name,country
Abderrahmane Abdelli,3TlJB7TJ85bysf83Y7bhhe,,0,32,Abderrahmane Abdelli,Algeria
Amar Ezzahi,2tCdo4TZ9Fz8eidDpdhlBl,algerian folk|chaabi algerien,29,29689,Amar Ezzahi,Algeria
bellemou messaoud,6k006zj8Ps1F8nf5A3TH3h,,0,0,Bellemou Messaoud,Algeria
Boualem Boukacem,0jv7jeWEvp8bGOVR6Ayvs1,,0,30,Boualem Boukacem,Algeria
Cheb Mami,6vZXamchcIOKzC1c3Elp4J,rai|reggae maghreb,53,592596,Cheb Mami,Algeria
Cheikha Rimitti,364dHqe2BwXqmOhgdBXpw8,algerian folk|rai,29,109227,Cheikha Rimitti,Algeria
DJ Snake,540vIaP2JwjQb9dm3aArA4,edm|electronic trap|pop|pop dance,78,8519328,DJ Snake,Algeria
Dahmane El Harrachi,0WtlXlCzfp2mJyINCsf1tb,algerian folk|belly dance|chaabi algerien|rai,36,103533,Dahmane El Harrachi,Algeria
El Hachemi Guerouabi,4sgdpsrVemff9aGDauF4J4,algerian folk|chaabi algerien|rai,33,39426,El Hachemi Guerouabi,Algeria
Fadhéla Dziria,0emJwpX3bw8is3DCRvV071,,0,4,Fadhéla Dziria,Algeria
Hamdi Benani,03abIyN4nwMjJqoXFTp1ZP,andalusian classical|chaabi algerien,7,1878,Hamdi Benani,Algeria
Houari Manar,3ra4NNbJbfJjY1gMculBXc,deep rai|rai,28,122880,Houari Manar,Algeria
Idir,73LjFn4z6WTV7MevyPxrRc,kabyle,43,129230,Idir,Algeria
Kamel Messaoudi,7yLOExurLKWUlj520esuAt,chaabi algerien|kabyle,32,41157,Kamel Messaoudi,Algeria
Rachid Taha,2URqJkDiySO0FRiAUq75FV,belly dance|classic arab pop,47,157845,Rachid Taha,Algeria
Souad Massi,0oXFsuB6XBuDTsXJgplR7k,arab alternative|classic arab pop,43,145574,Souad Massi,Algeria
Speed Caravan,1OTKiwBZfIsf8yHiiqjJkn,arab alternative|world fusion,7,1883,Speed Caravan,Algeria
Zaho,0vN920jukdAbErvjo2OJ2o,francoton|french pop,60,516114,Zaho,Algeria
Anselmo Ralph,1ts2oIXKCpWSRFnR78bulp,kizomba|musica angolana|portuguese pop|semba,50,271551,Anselmo Ralph,Angola
Army Squad,1YcKEhh64Kd4yA5RNIEdfg,,1,544,Army Squad,Angola
Bonga,0I6bdBR4Q7uoc3HI1OgI8C,afropop|semba,48,91555,Bonga,Angola
Buraka Som Sistema,6zUiRChNyL3HEezOd1Wjam,batida|kuduro antigo,38,84904,Buraka Som Sistema,Angola
Diamondog,5ccI7NDmwImlMvrt2MKNYh,,0,86,Diamondog,Angola
Dog Murras,5yLebnsC6CZ5jkxkP08py5,kizomba|kuduro antigo|musica angolana|semba,15,4246,Dog Murras,Angola
Don Kikas,4mgUfMSN3ZcadycYr07UJz,kizomba|kizomba antigas|musica angolana|semba,28,26842,Don Kikas,Angola
Neblina,5k03Uokr2zWNt3IFdKHnyf,african rock,32,1322,Neblina,Angola
Neide Van-Dúnem,4k25KvG6xPAWXiQBRSW6K2,,0,4,Neide Van-Dúnem,Angola
Paulo Flores,13y1zLuj38wQ2HtSSMa13M,kizomba antigas|musica angolana|semba,35,46374,Paulo Flores,Angola
Sam Mangwana,2p7l0MAzxkEwRHgtCcLVFB,marrabenta|soukous|zilizopendwa,28,28271,Sam Mangwana,Angola
Teta Lando,73WKmVyZVoX6HEonRILp0b,musica angolana|semba,20,8156,Teta Lando,Angola
Titica,2uOdrNlbkp8umXVeHU5F2s,,29,13393,Titica,Angola
Waldemar Bastos,4dkRAEhPMg16cSooMBSc7h,semba,27,7190,Waldemar Bastos,Angola
Angelique Kidjo,51qUDJb5AtQX6jIL4VJx6M,afropop|beninese pop|world,53,115111,Angelique Kidjo,Benin
Wally Badarou,7EjJWbZz0wsaAAt5zN0DOL,,13,4297,Wally Badarou,Benin
Banjo Mosele,5xJ9ywWcQ0juprg5TukUZS,,0,20,Banjo Mosele,Botswana
Joe Morris,6DLquZA1fNLT5aw9o1xPV7,free jazz|modern free jazz,7,841,Joe Morris,Botswana
Matsieng,19fq4LKab29v7cpfIElbKZ,botswana traditional,21,5548,Matsieng,Botswana
Cheikh Lô,6CFWXwqEBUi0UFoIIxmg9h,afropop|mbalax|world,37,55721,Cheikh Lô,Burkina Faso
Kebby Boy,318IjQBgCkhEXJPgd6nv0S,,0,28,Kebby Boy,Burundi
Khadja Nin,64X9DGiFHjK6Xn0ebXRNwy,burundian pop,29,12609,Khadja Nin,Burundi
Miss Erica,7qmCInALgViW2xSQI0xgDb,,0,0,Miss Erica,Burundi
Blanche Bailly,5AarOoNQR7sJVijD42GeFQ,azontobeats|cameroonian pop,28,27017,Blanche Bailly,Cameroon
Charlotte Dipanda,3qt4OYC2CeOuVjKtzGMobL,azontobeats|cameroonian pop|makossa,35,45781,Charlotte Dipanda,Cameroon
Coco Mbassi,6WEoVnikxs4Gm162L9nHjl,makossa,10,1236,Coco Mbassi,Cameroon
Francis Bebey,0mdmrbu5UZ32uRcRp2z6mr,afrobeat|afropop|world,31,48706,Francis Bebey,Cameroon
Kristo Numpuby,3he3EmnZUGDmdfvYvPXCcY,,1,143,Kristo Numpuby,Cameroon
Lady Ponce,4WF183Kl7QhmBH35vvQnzM,azontobeats|bikutsi|cameroonian pop|makossa,26,25908,Lady Ponce,Cameroon
Lapiro De Mbanga,5iyy4ghLfTZhWYtAZirwVT,makossa,17,9010,Lapiro de Mbanga,Cameroon
Magasco,19MUAFeICSgiIHN7C452LD,azontobeats|cameroonian pop,31,26582,Magasco,Cameroon
Manu Dibango,30UIjoCGuL3Fa5BOc3ayNW,afrobeat|afropop|makossa|world,46,78042,Manu Dibango,Cameroon
Michael Kiessou,0yGNAEq8iDVJxwt5QP2wrT,azontobeats|makossa,1,839,Michael Kiessou,Cameroon
Njacko Backo,62SgWTVbtX5WoRuolubfER,mbira,0,11,Njacko Backo,Cameroon
Petit Pays,01IMQph7TxbPLlWPbU4Esp,azontobeats|makossa,30,24183,Petit Pays,Cameroon
Reniss,3HBmhzaPHBXa5cHOvVnpr0,bikutsi|cameroonian pop,15,5316,Reniss,Cameroon
Richard Bona,70wm2qxYZ4i2KqcyyH2GyT,electric bass,43,104904,Richard Bona,Cameroon
Salatiel,3jO7uMLDPJngUhguQlaDFP,cameroonian pop,42,26128,Salatiel,Cameroon
Sally Nyolo,63YppDRNOmAKeYjBSITPTV,makossa,17,3646,Sally Nyolo,Cameroon
Sam Fan Thomas,2JbJuYv3mZFqheYEo0412Y,makossa|zilizopendwa,20,10753,Sam Fan Thomas,Cameroon
Stanley Enow,1FEzMUWFcZynVzahFj6Xny,azontobeats|cameroonian hip hop|cameroonian pop,24,17720,Stanley Enow,Cameroon
Wes Madiko,1UJZyIi6ooAqc41cK2I7vw,,0,215,Wes Madiko,Cameroon
Yannick Noah,0BCkVcs4QEgfHlvZ7rjSNv,chanson|french pop,49,131327,Yannick Noah,Cameroon
Gil Semedo,09vnXoFkZgz4LpDF0xWULu,kizomba|kizomba antigas|kizomba cabo-verdiana,34,26753,Gil Semedo,Cape Verde
Alpha Blondy,41ekW4MXG59xJMXR8dX1OG,african reggae|reggae|roots reggae,57,586049,Alpha Blondy,Côte d'Ivoire
DJ Arafat,0ipkUaXENFuJxWcCFfXXQ8,azontobeats|coupe-decale,41,126587,DJ Arafat,Côte d'Ivoire
Ernesto Djédjé,1kx4uuCLwvOUQNyXPEbmSb,west african jazz|zouglou,21,5667,Ernesto Djédjé,Côte d'Ivoire
Magic System,6MvRVq0CtpQQlwnIiszV8F,afropop|francoton|french pop|zouglou,58,221884,Magic System,Côte d'Ivoire
Serge Beynaud,5ec33wcEQ79fGKDP3SK6D1,azontobeats|coupe-decale|zouglou,42,81236,Serge Beynaud,Côte d'Ivoire
Tiken Jah Fakoly,3RhKSqhIE9U22yFEobw68e,african reggae|french reggae|griot,50,186133,Tiken Jah Fakoly,Côte d'Ivoire
Abeti Masikini,38w9EMjb1445duHDFFgzLg,soukous,8,4380,Abeti Masikini,Democratic Republic of the Congo
Avelino,039zhJoEkboZ8Ii6K40Fb6,grime|uk hip hop,53,159420,Avelino,Democratic Republic of the Congo
Awilo Longomba,0WDUZIWwoxCyAfT7NFFSFT,afrobeats|afropop|azontobeats|ndombolo|nigerian hip hop|soukous,39,49467,Awilo Longomba,Democratic Republic of the Congo
Bimi Ombale,0jzPViUvY0u9Ug8pMhokzT,soukous,3,1405,Bimi Ombale,Democratic Republic of the Congo
Bisso na Bisso,1jlwPYUQdkh74aHWRHa7hF,old school rap francais,26,4492,Bisso Na Bisso,Democratic Republic of the Congo
Bouro Mpela,6C5U6WlduKGyzb2yKxebDi,,0,1,Bouro Mpela,Democratic Republic of the Congo
Bozi Boziana,3Nrcdm5eONeqS70qbKKtYx,soukous,21,16413,Bozi Boziana,Democratic Republic of the Congo
Dadju,4sbXXFzEWJY2zsZjelerjX,francoton|french hip hop|pop urbaine,71,5056805,Dadju,Democratic Republic of the Congo
Damso,2UwqpfQtNuhBwviIC0f2ie,belgian hip hop|french hip hop|pop urbaine|rap belge|rap conscient,76,4500041,Damso,Democratic Republic of the Congo
Dany Engobo,3X4ycib3tkfoKCZp0HNpnB,ndombolo|soukous,6,285,Dany Engobo,Democratic Republic of the Congo
Diblo Dibala,07WvkAPYeLRf9lUjcKKFfA,soukous,24,15416,Diblo Dibala,Democratic Republic of the Congo
Dindo Yogo,3iiOzr5zQ8uY51a2ctRXlV,soukous,13,6836,Dindo Yogo,Democratic Republic of the Congo
Evoloko Jocker,3bhVfXxfjTkXJc5hPaIUyI,rumba congolaise|soukous,14,4906,Evoloko Jocker,Democratic Republic of the Congo
Fally Ipupa,6IflU2YrY5Cyw7YoBICosV,azontobeats|musique urbaine kinshasa|ndombolo|rumba congolaise,60,696433,Fally Ipupa,Democratic Republic of the Congo
Gaz Mawete,4WSA56zRr2ZBnbQqVNrMay,azontobeats|musique urbaine kinshasa|ndombolo,43,44833,Gaz Mawete,Democratic Republic of the Congo
Grand Kalle,3BwtfrNuPmkwSSo8lwcHGc,rumba congolaise|soukous,24,6848,Grand Kalle,Democratic Republic of the Congo
Jean Bosco Mwenda,5RXxusi6tdxMhVnSCSbvyL,,6,957,Jean Bosco Mwenda,Democratic Republic of the Congo
Jessy Matador,7kg2IelllVmw7WcnSFtlXR,francoton,44,33506,Jessy Matador,Democratic Republic of the Congo
Kalash Criminel,6ytOHdKh4xt4YvF7tz8Zcv,french hip hop|pop urbaine|rap francais,59,1446898,Kalash Criminel,Democratic Republic of the Congo
Kanda Bongo Man,4vW2jrWYJT4wDkjbhpubca,afropop|soukous|zilizopendwa,34,36966,Kanda Bongo Man,Democratic Republic of the Congo
Kasai Allstars,391GEzsFayFVG5aGEBkrtq,musique traditionnelle congolaise,21,3738,Kasai Allstars,Democratic Republic of the Congo
Kaysha,2DBaDAcrh5sf17yR1qbnsy,kizomba|kompa gouyad|zouk,52,67741,Kaysha,Democratic Republic of the Congo
KeBlack,7x3eTVPlBiPjXHn3qotY86,francoton|french hip hop|pop urbaine,58,1112263,Keblack,Democratic Republic of the Congo
King Kester Emeneya,5vj4zvjV6RwzPmV5BWJWjN,rumba congolaise|soukous,26,23618,King Kester Emeneya,Democratic Republic of the Congo
Koffi Olomide,7e14Bh8oZXNRmZxjhhTARb,azontobeats|ndombolo|rumba congolaise|soukous|zilizopendwa,50,272616,Koffi Olomide,Democratic Republic of the Congo
Kékélé,4qjqvzyR3Kq2W9puCX2wE7,soukous,17,4500,Kékélé,Democratic Republic of the Congo
LU KALA,5R1cUyk9ysrruOo4ErpGjg,,60,22062,LU KALA,Democratic Republic of the Congo
Langa Langa Stars,60OEHjPry6LNvUshItBTgf,soukous,11,7398,Langa Langa Stars,Democratic Republic of the Congo
Lokua Kanza,7vzd67tdMCwnIfIU6TX6Nk,afropop,36,34108,Lokua Kanza,Democratic Republic of the Congo
Marie Daulne,14t0loczakerhStTFLNsqF,,9,266,Marie Daulne,Democratic Republic of the Congo
Marie Misamu,0D39YXg1l9PNSvgNXwjs9D,african gospel|congolese gospel,25,24676,Marie Misamu,Democratic Republic of the Congo
Mayaula Mayoni,1w7kKB1h7Sn9wZOSsICyON,rumba congolaise|soukous,18,8475,Mayaula Mayoni,Democratic Republic of the Congo
Maître Gims,4xGSmbmXOgsCmLUcC7jLpp,,35,53561,Maître Gims,Democratic Republic of the Congo
Mbongwana Star,2zvrV2uB7FH9HAGsg93cMy,african electronic|musique traditionnelle congolaise,17,14769,Mbongwana Star,Democratic Republic of the Congo
Michel Boyibanda,4SgIz7Lkjzp7ZVV40c2eLS,,0,27,Michel Boyibanda,Democratic Republic of the Congo
Mohombi,37GUqxafAvAKGMZbXCUnmr,,59,332658,Mohombi,Democratic Republic of the Congo
Ndombe Opetum,6ZqbyNwSgLIYlRWVvcYpC5,,2,61,Ndombe Opetum,Democratic Republic of the Congo
Ninho,6Te49r3A6f5BiIgBRxH7FH,french hip hop|pop urbaine,80,8078764,Ninho,Democratic Republic of the Congo
Papa Wemba,6a4cdntqTPN10fph5A8zRQ,afropop|rumba congolaise|soukous|zilizopendwa,40,99848,Papa Wemba,Democratic Republic of the Congo
Pepe Kalle,6zK5u6YhHezhkI3QY485yV,soukous|zilizopendwa,33,20478,Pepe Kalle,Democratic Republic of the Congo
Ray Lema,3oB3hVEizagt6r6W7HEcbD,musique traditionnelle congolaise,24,4378,Ray Lema,Democratic Republic of the Congo
Sam Mangwana,2p7l0MAzxkEwRHgtCcLVFB,marrabenta|soukous|zilizopendwa,28,28271,Sam Mangwana,Democratic Republic of the Congo
Singuila,7uN1aqKCrD6Ju1sn74MPgf,azontobeats|francoton,43,233923,Singuila,Democratic Republic of the Congo
Tabu Ley Rochereau,7hYOOcRqfNzeE2CTpajd5a,afropop|rumba congolaise|soukous|zilizopendwa,32,36341,Tabu Ley Rochereau,Democratic Republic of the Congo
Werrason,3aU2pbMucMTW4NYF3ISuVO,,32,1342,Werrason,Democratic Republic of the Congo
Youlou Mabiala,1PxihtSz9fV6japGOZQqQC,soukous,11,3445,Youlou Mabiala,Democratic Republic of the Congo
Youssoupha,5DW7NxqQ2875JtjuV7KMn4,french hip hop|pop urbaine|rap conscient,55,611970,Youssoupha,Democratic Republic of the Congo
Yxng Bane,5AbLpsnTQVNB3OEadYiVrK,afroswing|grime|uk dancehall|uk hip hop,58,419073,Yxng Bane,Democratic Republic of the Congo
Amal Maher,5XP2oDdaTLdRheal4GRXyl,arab pop|egyptian pop,36,734245,Amal Maher,Egypt
Amira Selim,6qazVSVdR5SUEAQehbcEwy,,6,807,Amira Selim,Egypt
Amr Diab,5abSRg0xN1NV3gLbuvX24M,arab pop|belly dance|egyptian pop|persian pop|rif,61,5533067,Amr Diab,Egypt
Angham,0IiR4LJwslf6HBSdk9W3Dg,arab pop|classic arab pop|egyptian pop,49,1488546,Angham,Egypt
Dina El Wedidi,4dejJ4Gg0YVjWRUdfpF3yA,arab alternative|egyptian alternative,32,165392,Dina El Wedidi,Egypt
Hisham Abbas,6OQ7sfN0G1E2pZMhYW9wjG,arab pop|belly dance|classic arab pop|egyptian pop,41,449290,Hisham Abbas,Egypt
Leila Mourad,54s932fBfUwVfswHEuru5V,,0,0,Leila Mourad,Egypt
Mohamed Mounir,6hPNpOLunxxpXVwi696pYl,arab pop|classic arab pop|egyptian pop,50,1448990,Mohamed Mounir,Egypt
Mohammed Abdel Wahab,6EOZim46RHGGWpKqsD6OOG,arab folk|belly dance|classic arab pop,31,251595,Mohammed Abdel Wahab,Egypt
Mounira El Mahdeya,311tdQQATRFCdsp5KZOzw7,,0,57,Mounira El Mahdeya,Egypt
Nesma Mahgoub,68J05BuI8JQSdEwIyuBBVI,egyptian alternative,19,13422,Nesma Mahgoub,Egypt
Sayed Darwish,71JpZH64gTrr2Wec59WvNr,arab pop|classic arab pop,31,78157,Sayed Darwish,Egypt
Sherine,2Wk167T0fY1fABsHM5qFcI,arab pop|egyptian pop,56,4102811,Sherine,Egypt
Tamer Hosny,4cGfgRmpFc9zgZMfuSXhqy,arab pop|egyptian pop,57,3608059,Tamer Hosny,Egypt
Umm Kulthum,52lsD82iOqGtyfEMqWgk4f,classic arab pop|microtonal,46,1282392,Umm Kulthum,Egypt
Yasmine Niazy,4d7n0KlxJZN7ksxFgoteOU,,0,876,Yasmine Niazy,Egypt
Yousra,2hCrlLMEy5nMm00yVVOY6h,,16,18,Yousra,Egypt
Abraham Afewerki,3dcZdB8XnjdJHtbi3D22R7,,36,16071,Abraham Afewerki,Eritrea
Alemayehu Eshete,1IqLubILFDd8vFQhhAHwN9,ethio-jazz|ethiopian pop,28,10007,Alemayehu Eshete,Ethiopia
Alemu Aga,4q0ZpcyyESZprkOraCVUOS,ethiopian pop|ethiopian traditional,22,3628,Alemu Aga,Ethiopia
Aminé,3Gm5F95VdRxW3mqCn8RPBJ,pop rap|portland hip hop|rap|underground hip hop,73,1863084,Aminé,Ethiopia
Aster Aweke,6oCxgUP6Vdx3YIJb59Ia0L,amharic pop|ethiopian pop,35,33836,Aster Aweke,Ethiopia
Dawit Yifru,2y2JV6Tqy6QDTfHoiJO4sK,,6,71,Dawit Yifru,Ethiopia
Emilia Rydberg,5Hn391tSrbvIgxhohr8bCn,,2,130,Emilia Rydberg,Ethiopia
Getatchew Mekurya,3BJKbr8p7ED6GzAf1OeExO,ethio-jazz|jazz saxophone,29,11238,Getatchew Mekurya,Ethiopia
Gildo Kassa,6vL0Hxfu0HWRHF33vKlHIS,amharic pop|ethiopian pop,18,1885,Gildo Kassa,Ethiopia
Girma Bèyènè,3Ju4igVmFdATTU3dZdaHqj,ethio-jazz,33,12414,Girma Bèyènè,Ethiopia
Hachalu Hundessa,1mIFOiMXZXNcpi2E651Rwx,ethiopian pop|oromo pop,19,6466,Hachalu Hundessa,Ethiopia
Kiros Alemayehu,1Q7XTuYULkFLjlzaqiUfth,tigrigna pop,12,928,Kiros Alemayehu,Ethiopia
Kuku Sebsebe,6NqqiYuCnrKFWWuYJTwdxZ,ethiopian pop,15,2714,Kuku Sebsebe,Ethiopia
Lola Monroe,20OiMsBZdt90bBuku33KaO,alternative r&b,24,3791,LoLa Monroe,Ethiopia
Mahmoud Ahmed,1QrSgIS6RU4dgNPxLQMoha,amharic pop|ethio-jazz|ethiopian pop,31,26750,Mahmoud Ahmed,Ethiopia
Mulatu Astatke,7HGFXtBhRq3g1Ma3nH4Rgv,afrobeat|afropop|ethio-jazz|world,51,197917,Mulatu Astatke,Ethiopia
Rophnan,3LqZ41yvB4W7KSjEYLL31w,amharic pop|ethiopian hip hop|ethiopian pop,38,36290,Rophnan,Ethiopia
Tadesse Alemu,4SNqjAdSj9VuKl219LOdlk,ethiopian pop,14,383,Tadesse Alemu,Ethiopia
Tamrat Desta,2Zs6KrHoNQP1DIFQIiNaKE,amharic pop|eritrean pop|ethiopian pop,35,40881,Tamrat Desta,Ethiopia
Teddy Afro,08oMhAUN23C91R1zltrR6p,amharic pop|eritrean pop|ethiopian pop,41,91370,Teddy Afro,Ethiopia
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b|canadian pop|pop,96,65185455,The Weeknd,Ethiopia
Tigist Shibabaw,2QdsnG0YnOgUKwzITSXdhK,ethiopian pop,0,34,Tigist Shibabaw,Ethiopia
Tilahun Gessesse,7dnoPx4TSBzkjY5PcqDjNR,ethiopian pop,23,4885,Tilahun Gessesse,Ethiopia
Wayna,7zMJpjs4CThffexhZZ5aq8,neo soul-jazz,6,6483,Wayna,Ethiopia
Oliver N'Goma,2uxhKBl696bCNHmtO9rnWc,gabonese pop|kizomba antigas|zouk,37,24728,Oliver N'Goma,Gabon
Patience Dabany,0I4hm86r145kyusXtEIqSL,azontobeats|gabonese pop|makossa|zouglou,26,11913,Patience Dabany,Gabon
Foday Musa Suso,2fR5toqV1xzB6zIRkB5ktv,griot|kora,18,1628,Foday Musa Suso,Gambia
A.B. Crentsil,1NocIilN5f2R0hYHAGcXGs,hiplife|old school highlife,16,12584,A. B. Crentsil,Ghana
Alex Konadu,6I9ktWYXwKyOqFRZGnsLGb,highlife|hiplife,14,4647,Alex Konadu,Ghana
Amaarae,21UPYSRWFKwtqvSAnFnSvS,afro r&b|afrobeats|alternative r&b|ghanaian alternative|ghanaian pop,66,171502,Amaarae,Ghana
Amakye Dede,64kcBAG5ToQkhbefHzdlsj,azonto|highlife|hiplife|old school highlife,27,49225,Amakye Dede,Ghana
Amerado,4vNCRfPa5uflWbtrBxEZew,ghanaian hip hop,27,62835,Amerado,Ghana
Ayesem,57qCTSQMNSJSI2bQjaM2q9,ghanaian hip hop,9,413,Ayesem,Ghana
Ayigbe Edem,62gw6t8l2MNO055BXAtiGs,,0,4,Ayigbe Edem,Ghana
Ben Brako,6lLx7n1C0vjYDYL5IexQNf,hiplife|old school highlife,14,9205,Ben Brako,Ghana
Bice Osei Kuffour,5ZrTn3ausVz9cJPpWbBGDx,,5,13,Bice Osei Kuffour,Ghana
Bisa Kdei,4AN8jBgYwV1ieMsX1Ntxwc,afrobeats|ghanaian hip hop|ghanaian pop,44,96094,Bisa Kdei,Ghana
Bobo Shanti,0iVlP1B0bsK0OYw8QwJJ15,,0,6,Bobo Shanti,Ghana
Buk Bak,6e6W1oSxPGjoF2iAp2AZtF,azonto|hiplife,16,7603,Buk Bak,Ghana
Cina Soul,16REP6XG1GtI5DBCrUF8fO,ghanaian pop,25,30336,Cina Soul,Ghana
Corp Sayvee,3EwQYYAfbdL46EfFs7thlu,,0,2,Corp Sayvee,Ghana
Daddy Lumba,5yeOizI77ma33LNac9KiZr,azonto|hiplife,40,113701,Daddy Lumba,Ghana
Danny Nettey,6GQaGd9hwNtiQG9pmFCnBK,,20,181,Danny Nettey,Ghana
DarkoVibes,5a3kizlLAxR0P6qZEti8T8,afrobeats|ghanaian alternative|ghanaian hip hop,41,97981,Darkovibes,Ghana
Dead Peepol,7vjygk5s8SSlcHrw0UYTpS,asakaa,17,1589,Dead Peepol,Ghana
Diana Hamilton,0THfCwaNsNEudsz9MciGdl,ghanaian gospel,37,104610,Diana Hamilton,Ghana
Dobble,4XtccTwSyAKxtIROf5opmm,,10,56,Dobble,Ghana
Ebo Taylor,2gR0iQTVBPHDKiNn1Kq8HI,afro-funk|afrobeat|afropop|old school highlife,45,82111,Ebo Taylor,Ghana
Ebony Reigns,3BWi20vO0Ymeh6exmnqQqi,ghanaian pop,12,4566,Ebony Reigns,Ghana
Efya,1dlInrJwE0KSP9hZ0ALsI6,afrobeats|azonto|ghanaian alternative|hiplife,38,48681,Efya,Ghana
Eno Barony,4tfgIbOiIFCXPEK3PwdBSN,ghanaian hip hop,18,43784,Eno Barony,Ghana
Fancy Gadam,3uDHTGGaPazfBhlfXtQyzc,ghanaian pop,18,19535,Fancy Gadam,Ghana
Fuse ODG,374sWpAJsbZckf98df2jJJ,afrobeats|azonto|azontobeats,62,135824,Fuse ODG,Ghana
Gasmilla,1Wtzdgd5YfWe0WWm9WN3l3,afrobeats|ghanaian pop,27,27031,Gasmilla,Ghana
GuruNKZ,7EudJgfS5TMcA35rPkFR5D,,0,0,Gurunkz,Ghana
Gyakie,1zO1FWFxxNUCqUuGATxZQZ,afro r&b|afrobeats|nigerian pop,53,314694,Gyakie,Ghana
Helen Yawson,34goSRBtsLT2CWD5jqvwfC,,0,1,Helen Yawson,Ghana
Jay Ghartey,3SjGMKhiEiJ6xTaT06aJJI,,0,0,Jay Ghartey,Ghana
Jerry Hansen,4tYMfPWS3RybBWcSeIcdGq,old school highlife,2,87,Jerry Hansen,Ghana
Joe Beecham,41cq43adSOe4eUbV9bE6x4,ghanaian gospel,19,15003,Joe Beecham,Ghana
Joe Mettle,1An6gOOlZ9NITlQs2ZtBCb,ghanaian gospel|naija worship,43,180127,Joe Mettle,Ghana
Joyce Blessing,4ilNroq4d7QN2djHi3IVZI,ghanaian gospel,30,47855,Joyce Blessing,Ghana
K. Frimpong,2LDOr6fxXh2JPduLAHzztr,afro psych|highlife|old school highlife,25,4436,K. Frimpong,Ghana
Kaakie,73hrHJczju6lFhXa1nLk76,ghanaian pop|hiplife,13,16878,Kaakie,Ghana
Kelvyn Boy,5Oq2X3BjCbFKPex2GVSDpy,ghanaian alternative|ghanaian pop,44,146706,Kelvyn Boy,Ghana
KiDi,14PimM6ohO2gYftuwTam9V,afrobeats|ghanaian pop,57,356965,KiDi,Ghana
Kofi Kinaata,6TQW172m1l4Tf4Hp55ZdDm,ghanaian hip hop|ghanaian pop,39,231433,Kofi Kinaata,Ghana
Kojo Antwi,01ramkYSW4rTNPKnneFa9D,ghanaian pop|hiplife,36,78197,Kojo Antwi,Ghana
Koo Nimo,59bMB4WpEgAIQCLiW7B5YU,highlife|palm wine guitar,6,2248,Koo Nimo,Ghana
Kuami Eugene,0GGKrcPOlBkmBzQDf2Ogkl,afrobeats|asakaa|azonto,50,226622,Kuami Eugene,Ghana
Kwabena Kwabena,6zKu61RG80pBKOMUbBKNMr,azonto|hiplife,30,57106,Kwabena Kwabena,Ghana
Kwesi Arthur,52iM1kP5BpnLypZ0VtrpyY,afrobeats|ghanaian hip hop|ghanaian pop,48,277714,Kwesi Arthur,Ghana
M.anifest,1DHw3LmhwuCZUaHtMhMpGX,asakaa|ghanaian alternative|ghanaian hip hop|ghanaian pop,40,52693,M.anifest,Ghana
Medikal,0pPz4oYqGp2Co2Sx7ORiYL,asakaa|ghanaian hip hop,40,133726,Medikal,Ghana
Mugeez,2xU6IU13MYie8RcM54Ovt0,ghanaian pop,42,2774,Mugeez,Ghana
Nana Acheampong,4cXlKyzDbtIT2IXX4zcHN1,azonto|hiplife|old school highlife,15,24911,Nana Acheampong,Ghana
Nayaah,2esjmM8zEyyRJhjGnXSz7n,,0,21,Nayaah,Ghana
Nero X,2gDeY5oG7BcmCI0LkggFXC,azonto|christian afrobeat|hiplife,29,32714,Nero X,Ghana
Nii Okai,11Et9X0hW3iphOl9GIQrCh,ghanaian gospel,17,15847,Nii Okai,Ghana
Ofori Amponsah,5JZrKd8FCWdpkGwn6iEkXg,azonto|hiplife,34,53966,Ofori Amponsah,Ghana
Ohemaa Mercy,0UZvkysizI1xwBTkcAPD8s,ghanaian gospel,28,43707,Ohemaa Mercy,Ghana
Okyeame Kwame,03PFnT5fu6TcuZMu1ZBvz4,azonto|hiplife,21,31090,Okyeame Kwame,Ghana
Osibisa,12X85dtebfc7JTZ8iMBT2o,afrobeat|afropop,31,32559,Osibisa,Ghana
Pappy Kojo,05wqlCGQReohsxStVBR052,ghanaian hip hop|ghanaian pop,33,54289,Pappy Kojo,Ghana
PHILIP GBEHO,5uj9vElhg4pAQCBYn0N2TC,,0,0,Philip Gbeho,Ghana
R2Bees,0LFsP7WPfu5inz9a1amcE4,afrobeats|ghanaian hip hop|ghanaian pop,44,152638,R2Bees,Ghana
Rascalimu,23K2PcySJsGoSVpMLP7coK,,0,5,Rascalimu,Ghana
Rebop Kwaku Baah,3wyEbIwQABjKO38ozmoMEX,,0,52,Rebop Kwaku Baah,Ghana
Reggie Rockstone,5Q73WzWI1MkAbAwi2ZhG8K,azonto|ghanaian hip hop|hiplife,11,13507,Reggie Rockstone,Ghana
Rita Marley,13Kn0OI9oXhBDXClb1hGy3,reggae|roots reggae,38,83071,Rita Marley,Ghana
Rocky Dawuni,4NQybqFNuJt02nyGh9eCEC,african reggae,22,7607,Rocky Dawuni,Ghana
Samini,10Cql6DpInZY5O6TBw2m4l,afrobeats|azonto|ghanaian pop|hiplife,29,81669,Samini,Ghana
Sarkodie,01DTVE3KmoPogPZaOvMqO8,afrobeats|afropop|azonto|azontobeats|ghanaian hip hop,52,442586,Sarkodie,Ghana
